target,beta,method_key,step,sample_idx,seq_len_full,seq_len_semantic,tokens_full_json,tokens_semantic_json
Linear,10,exact_guidance_u,156,0,48,47,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,157,0,48,47,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,158,0,48,47,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,159,0,49,48,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,160,0,49,48,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,161,0,49,48,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,162,0,49,48,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,163,0,49,48,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,164,0,49,48,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,165,0,49,48,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,166,0,49,48,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,167,0,49,48,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,168,0,49,48,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,169,0,49,48,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,170,0,50,49,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,171,0,50,49,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,172,0,50,49,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,173,0,50,49,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,174,0,51,50,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,175,0,51,50,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,176,0,51,50,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,177,0,51,50,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,178,0,51,50,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,179,0,51,50,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,180,0,51,50,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,181,0,51,50,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,182,0,51,50,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,183,0,52,51,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,184,0,53,52,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,185,0,53,52,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,186,0,53,52,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,187,0,53,52,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,188,0,53,52,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,189,0,53,52,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,190,0,53,52,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,191,0,53,52,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,192,0,53,52,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,193,0,54,53,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 28, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 28, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,194,0,54,53,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 28, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 28, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,195,0,54,53,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 28, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 28, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,196,0,54,53,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 28, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 28, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]"
Linear,10,exact_guidance_u,197,0,54,53,"[129, 11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 28, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]","[11, 33, 58, 77, 84, 116, 117, 127, 124, 119, 103, 31, 15, 11, 9, 0, 10, 3, 28, 27, 50, 66, 90, 108, 108, 127, 127, 125, 108, 97, 73, 57, 42, 39, 18, 0, 10, 0, 11, 13, 28, 50, 70, 97, 117, 114, 127, 127, 121, 119, 102, 77, 67]"
